x,y,metatile,quad,mt_x,mt_y,tile_id,tile_local,pal,raw_tilespng_x,raw_tilespng_y,cur_idx
92,30,15,SE,12,14,0x21e,30,8,115,14,13
94,30,15,SE,14,14,0x21e,30,8,113,14,15
95,30,15,SE,15,14,0x21e,30,8,112,14,15
98,30,16,SW,2,14,0x220,32,8,2,22,15
99,30,16,SW,3,14,0x220,32,8,3,22,15
101,30,16,SW,5,14,0x220,32,8,5,22,2
32,31,12,SW,0,15,0x21a,26,8,80,15,13
33,31,12,SW,1,15,0x21a,26,8,81,15,13
34,31,12,SW,2,15,0x21a,26,8,82,15,10
42,31,12,SE,10,15,0x21b,27,8,90,15,10
43,31,12,SE,11,15,0x21b,27,8,91,15,10
58,31,13,SE,10,15,0x21d,29,8,106,15,15
59,31,13,SE,11,15,0x21d,29,8,107,15,15
62,31,13,SE,14,15,0x21d,29,8,110,15,15
63,31,13,SE,15,15,0x21d,29,8,111,15,15
64,31,14,SW,0,15,0x21e,30,8,112,15,15
65,31,14,SW,1,15,0x21e,30,8,113,15,15
94,31,15,SE,14,15,0x21e,30,8,113,15,15
95,31,15,SE,15,15,0x21e,30,8,112,15,15
96,31,16,SW,0,15,0x220,32,8,0,23,15
99,31,16,SW,3,15,0x220,32,8,3,23,15
100,31,16,SW,4,15,0x220,32,8,4,23,15
101,31,16,SW,5,15,0x220,32,8,5,23,15
30,32,21,NE,14,0,0x225,37,8,46,16,14
31,32,21,NE,15,0,0x225,37,8,47,16,13
32,32,22,NW,0,0,0x226,38,8,48,16,10
33,32,22,NW,1,0,0x226,38,8,49,16,10
34,32,22,NW,2,0,0x226,38,8,50,16,10
58,32,23,NE,10,0,0x228,40,8,66,16,15
59,32,23,NE,11,0,0x228,40,8,67,16,15
60,32,23,NE,12,0,0x228,40,8,68,16,15
61,32,23,NE,13,0,0x228,40,8,69,16,15
62,32,23,NE,14,0,0x228,40,8,70,16,15
63,32,23,NE,15,0,0x228,40,8,71,16,15
64,32,24,NW,0,0,0x229,41,8,72,16,15
65,32,24,NW,1,0,0x229,41,8,73,16,15
94,32,25,NE,14,0,0x22b,43,8,94,16,15
97,32,26,NW,1,0,0x22c,44,8,97,16,15
99,32,26,NW,3,0,0x22c,44,8,99,16,15
100,32,26,NW,4,0,0x22c,44,8,100,16,15
101,32,26,NW,5,0,0x22c,44,8,101,16,15
130,32,28,NW,2,0,0x230,48,8,2,24,13
30,33,21,NE,14,1,0x225,37,8,46,17,13
31,33,21,NE,15,1,0x225,37,8,47,17,13
32,33,22,NW,0,1,0x226,38,8,48,17,10
58,33,23,NE,10,1,0x228,40,8,66,17,15
59,33,23,NE,11,1,0x228,40,8,67,17,15
60,33,23,NE,12,1,0x228,40,8,68,17,15
62,33,23,NE,14,1,0x228,40,8,70,17,15
64,33,24,NW,0,1,0x229,41,8,72,17,15
67,33,24,NW,3,1,0x229,41,8,75,17,13
95,33,25,NE,15,1,0x22b,43,8,95,17,15
97,33,26,NW,1,1,0x22c,44,8,97,17,15
98,33,26,NW,2,1,0x22c,44,8,98,17,15
99,33,26,NW,3,1,0x22c,44,8,99,17,15
100,33,26,NW,4,1,0x22c,44,8,100,17,15
101,33,26,NW,5,1,0x22c,44,8,101,17,15
28,34,21,NE,12,2,0x225,37,8,44,18,14
29,34,21,NE,13,2,0x225,37,8,45,18,13
30,34,21,NE,14,2,0x225,37,8,46,18,10
31,34,21,NE,15,2,0x225,37,8,47,18,10
32,34,22,NW,0,2,0x226,38,8,48,18,10
58,34,23,NE,10,2,0x228,40,8,66,18,15
60,34,23,NE,12,2,0x228,40,8,68,18,15
63,34,23,NE,15,2,0x228,40,8,71,18,15
64,34,24,NW,0,2,0x229,41,8,72,18,15
65,34,24,NW,1,2,0x229,41,8,73,18,15
94,34,25,NE,14,2,0x22b,43,8,94,18,15
95,34,25,NE,15,2,0x22b,43,8,95,18,15
96,34,26,NW,0,2,0x22c,44,8,96,18,15
97,34,26,NW,1,2,0x22c,44,8,97,18,15
98,34,26,NW,2,2,0x22c,44,8,98,18,15
99,34,26,NW,3,2,0x22c,44,8,99,18,15
100,34,26,NW,4,2,0x22c,44,8,100,18,15
101,34,26,NW,5,2,0x22c,44,8,101,18,15
28,35,21,NE,12,3,0x225,37,8,44,19,14
29,35,21,NE,13,3,0x225,37,8,45,19,13
30,35,21,NE,14,3,0x225,37,8,46,19,10
58,35,23,NE,10,3,0x228,40,8,66,19,15
59,35,23,NE,11,3,0x228,40,8,67,19,15
60,35,23,NE,12,3,0x228,40,8,68,19,15
61,35,23,NE,13,3,0x228,40,8,69,19,15
62,35,23,NE,14,3,0x228,40,8,70,19,15
64,35,24,NW,0,3,0x229,41,8,72,19,15
65,35,24,NW,1,3,0x229,41,8,73,19,15
66,35,24,NW,2,3,0x229,41,8,74,19,13
93,35,25,NE,13,3,0x22b,43,8,93,19,13
94,35,25,NE,14,3,0x22b,43,8,94,19,15
95,35,25,NE,15,3,0x22b,43,8,95,19,15
96,35,26,NW,0,3,0x22c,44,8,96,19,15
97,35,26,NW,1,3,0x22c,44,8,97,19,15
98,35,26,NW,2,3,0x22c,44,8,98,19,15
99,35,26,NW,3,3,0x22c,44,8,99,19,15
101,35,26,NW,5,3,0x22c,44,8,101,19,15
28,36,21,NE,12,4,0x225,37,8,44,20,14
29,36,21,NE,13,4,0x225,37,8,45,20,13
30,36,21,NE,14,4,0x225,37,8,46,20,10
61,36,23,NE,13,4,0x228,40,8,69,20,15
63,36,23,NE,15,4,0x228,40,8,71,20,15
64,36,24,NW,0,4,0x229,41,8,72,20,15
65,36,24,NW,1,4,0x229,41,8,73,20,2
94,36,25,NE,14,4,0x22b,43,8,94,20,15
95,36,25,NE,15,4,0x22b,43,8,95,20,15
96,36,26,NW,0,4,0x22c,44,8,96,20,2
97,36,26,NW,1,4,0x22c,44,8,97,20,15
100,36,26,NW,4,4,0x22c,44,8,100,20,15
101,36,26,NW,5,4,0x22c,44,8,101,20,15
132,36,28,NW,4,4,0x230,48,8,4,28,12
29,37,21,NE,13,5,0x225,37,8,45,21,13
30,37,21,NE,14,5,0x225,37,8,46,21,10
60,37,23,NE,12,5,0x228,40,8,68,21,15
62,37,23,NE,14,5,0x228,40,8,70,21,15
63,37,23,NE,15,5,0x228,40,8,71,21,15
64,37,24,NW,0,5,0x229,41,8,72,21,15
65,37,24,NW,1,5,0x229,41,8,73,21,15
94,37,25,NE,14,5,0x22b,43,8,94,21,15
96,37,26,NW,0,5,0x22c,44,8,96,21,15
97,37,26,NW,1,5,0x22c,44,8,97,21,15
109,37,26,NE,13,5,0x22d,45,8,109,21,3
112,37,27,NW,0,5,0x22e,46,8,112,21,3
26,38,21,NE,10,6,0x225,37,8,42,22,14
30,38,21,NE,14,6,0x225,37,8,46,22,10
56,38,23,NE,8,6,0x228,40,8,64,22,13
57,38,23,NE,9,6,0x228,40,8,65,22,13
60,38,23,NE,12,6,0x228,40,8,68,22,15
61,38,23,NE,13,6,0x228,40,8,69,22,15
62,38,23,NE,14,6,0x228,40,8,70,22,15
63,38,23,NE,15,6,0x228,40,8,71,22,15
64,38,24,NW,0,6,0x229,41,8,72,22,15
65,38,24,NW,1,6,0x229,41,8,73,22,15
66,38,24,NW,2,6,0x229,41,8,74,22,15
67,38,24,NW,3,6,0x229,41,8,75,22,15
92,38,25,NE,12,6,0x22b,43,8,92,22,15
93,38,25,NE,13,6,0x22b,43,8,93,22,15
95,38,25,NE,15,6,0x22b,43,8,95,22,15
98,38,26,NW,2,6,0x22c,44,8,98,22,15
108,38,26,NE,12,6,0x22d,45,8,108,22,2
112,38,27,NW,0,6,0x22e,46,8,112,22,2
113,38,27,NW,1,6,0x22e,46,8,113,22,2
132,38,28,NW,4,6,0x230,48,8,4,30,12
26,39,21,NE,10,7,0x225,37,8,42,23,13
27,39,21,NE,11,7,0x225,37,8,43,23,13
28,39,21,NE,12,7,0x225,37,8,44,23,13
29,39,21,NE,13,7,0x225,37,8,45,23,13
30,39,21,NE,14,7,0x225,37,8,46,23,10
56,39,23,NE,8,7,0x228,40,8,64,23,13
60,39,23,NE,12,7,0x228,40,8,68,23,15
61,39,23,NE,13,7,0x228,40,8,69,23,15
62,39,23,NE,14,7,0x228,40,8,70,23,15
63,39,23,NE,15,7,0x228,40,8,71,23,15
64,39,24,NW,0,7,0x229,41,8,72,23,15
65,39,24,NW,1,7,0x229,41,8,73,23,15
66,39,24,NW,2,7,0x229,41,8,74,23,15
67,39,24,NW,3,7,0x229,41,8,75,23,15
92,39,25,NE,12,7,0x22b,43,8,92,23,15
93,39,25,NE,13,7,0x22b,43,8,93,23,15
94,39,25,NE,14,7,0x22b,43,8,94,23,15
98,39,26,NW,2,7,0x22c,44,8,98,23,15
99,39,26,NW,3,7,0x22c,44,8,99,23,15
114,39,27,NW,2,7,0x22e,46,8,114,23,3
133,39,28,NW,5,7,0x230,48,8,5,31,13
24,40,21,SE,8,8,0x232,50,8,16,24,14
25,40,21,SE,9,8,0x232,50,8,17,24,13
26,40,21,SE,10,8,0x232,50,8,18,24,10
28,40,21,SE,12,8,0x232,50,8,20,24,10
29,40,21,SE,13,8,0x232,50,8,21,24,10
30,40,21,SE,14,8,0x232,50,8,22,24,10
56,40,23,SE,8,8,0x235,53,8,40,24,13
60,40,23,SE,12,8,0x235,53,8,44,24,15
61,40,23,SE,13,8,0x235,53,8,45,24,15
63,40,23,SE,15,8,0x235,53,8,47,24,15
64,40,24,SW,0,8,0x236,54,8,48,24,15
65,40,24,SW,1,8,0x236,54,8,49,24,15
67,40,24,SW,3,8,0x236,54,8,51,24,15
68,40,24,SW,4,8,0x236,54,8,52,24,15
69,40,24,SW,5,8,0x236,54,8,53,24,15
90,40,25,SE,10,8,0x239,57,8,74,24,15
91,40,25,SE,11,8,0x239,57,8,75,24,15
94,40,25,SE,14,8,0x239,57,8,78,24,15
96,40,26,SW,0,8,0x23a,58,8,80,24,15
97,40,26,SW,1,8,0x23a,58,8,81,24,15
98,40,26,SW,2,8,0x23a,58,8,82,24,15
99,40,26,SW,3,8,0x23a,58,8,83,24,15
108,40,26,SE,12,8,0x23b,59,8,92,24,2
109,40,26,SE,13,8,0x23b,59,8,93,24,15
113,40,27,SW,1,8,0x23c,60,8,97,24,15
114,40,27,SW,2,8,0x23c,60,8,98,24,15
115,40,27,SW,3,8,0x23c,60,8,99,24,2
135,40,28,SW,7,8,0x23e,62,8,119,24,14
25,41,21,SE,9,9,0x232,50,8,17,25,13
26,41,21,SE,10,9,0x232,50,8,18,25,10
56,41,23,SE,8,9,0x235,53,8,40,25,13
57,41,23,SE,9,9,0x235,53,8,41,25,13
60,41,23,SE,12,9,0x235,53,8,44,25,15
65,41,24,SW,1,9,0x236,54,8,49,25,15
66,41,24,SW,2,9,0x236,54,8,50,25,15
67,41,24,SW,3,9,0x236,54,8,51,25,15
68,41,24,SW,4,9,0x236,54,8,52,25,15
90,41,25,SE,10,9,0x239,57,8,74,25,15
91,41,25,SE,11,9,0x239,57,8,75,25,15
92,41,25,SE,12,9,0x239,57,8,76,25,15
94,41,25,SE,14,9,0x239,57,8,78,25,15
96,41,26,SW,0,9,0x23a,58,8,80,25,15
97,41,26,SW,1,9,0x23a,58,8,81,25,15
98,41,26,SW,2,9,0x23a,58,8,82,25,15
99,41,26,SW,3,9,0x23a,58,8,83,25,15
108,41,26,SE,12,9,0x23b,59,8,92,25,2
109,41,26,SE,13,9,0x23b,59,8,93,25,15
110,41,26,SE,14,9,0x23b,59,8,94,25,15
115,41,27,SW,3,9,0x23c,60,8,99,25,15
132,41,28,SW,4,9,0x23e,62,8,116,25,14
22,42,21,SW,6,10,0x231,49,8,14,26,14
25,42,21,SE,9,10,0x232,50,8,17,26,13
30,42,21,SE,14,10,0x232,50,8,22,26,10
31,42,21,SE,15,10,0x232,50,8,23,26,10
56,42,23,SE,8,10,0x235,53,8,40,26,13
60,42,23,SE,12,10,0x235,53,8,44,26,15
62,42,23,SE,14,10,0x235,53,8,46,26,15
63,42,23,SE,15,10,0x235,53,8,47,26,15
68,42,24,SW,4,10,0x236,54,8,52,26,15
69,42,24,SW,5,10,0x236,54,8,53,26,15
70,42,24,SW,6,10,0x236,54,8,54,26,15
71,42,24,SW,7,10,0x236,54,8,55,26,15
72,42,24,SE,8,10,0x237,55,8,56,26,15
73,42,24,SE,9,10,0x237,55,8,57,26,15
86,42,25,SW,6,10,0x238,56,8,70,26,15
87,42,25,SW,7,10,0x238,56,8,71,26,15
88,42,25,SE,8,10,0x239,57,8,72,26,15
90,42,25,SE,10,10,0x239,57,8,74,26,15
97,42,26,SW,1,10,0x23a,58,8,81,26,15
108,42,26,SE,12,10,0x23b,59,8,92,26,2
109,42,26,SE,13,10,0x23b,59,8,93,26,15
112,42,27,SW,0,10,0x23c,60,8,96,26,15
114,42,27,SW,2,10,0x23c,60,8,98,26,15
115,42,27,SW,3,10,0x23c,60,8,99,26,15
135,42,28,SW,7,10,0x23e,62,8,119,26,13
137,42,28,SE,9,10,0x23f,63,8,121,26,14
22,43,21,SW,6,11,0x231,49,8,14,27,13
25,43,21,SE,9,11,0x232,50,8,17,27,13
30,43,21,SE,14,11,0x232,50,8,22,27,10
31,43,21,SE,15,11,0x232,50,8,23,27,10
56,43,23,SE,8,11,0x235,53,8,40,27,13
57,43,23,SE,9,11,0x235,53,8,41,27,13
61,43,23,SE,13,11,0x235,53,8,45,27,15
62,43,23,SE,14,11,0x235,53,8,46,27,15
70,43,24,SW,6,11,0x236,54,8,54,27,15
71,43,24,SW,7,11,0x236,54,8,55,27,15
72,43,24,SE,8,11,0x237,55,8,56,27,15
73,43,24,SE,9,11,0x237,55,8,57,27,15
86,43,25,SW,6,11,0x238,56,8,70,27,15
87,43,25,SW,7,11,0x238,56,8,71,27,15
88,43,25,SE,8,11,0x239,57,8,72,27,15
89,43,25,SE,9,11,0x239,57,8,73,27,15
90,43,25,SE,10,11,0x239,57,8,74,27,15
91,43,25,SE,11,11,0x239,57,8,75,27,15
92,43,25,SE,12,11,0x239,57,8,76,27,15
93,43,25,SE,13,11,0x239,57,8,77,27,15
95,43,25,SE,15,11,0x239,57,8,79,27,15
96,43,26,SW,0,11,0x23a,58,8,80,27,15
97,43,26,SW,1,11,0x23a,58,8,81,27,15
108,43,26,SE,12,11,0x23b,59,8,92,27,2
109,43,26,SE,13,11,0x23b,59,8,93,27,15
110,43,26,SE,14,11,0x23b,59,8,94,27,15
111,43,26,SE,15,11,0x23b,59,8,95,27,15
114,43,27,SW,2,11,0x23c,60,8,98,27,15
115,43,27,SW,3,11,0x23c,60,8,99,27,15
134,43,28,SW,6,11,0x23e,62,8,118,27,13
136,43,28,SE,8,11,0x23f,63,8,120,27,13
137,43,28,SE,9,11,0x23f,63,8,121,27,13
21,44,21,SW,5,12,0x231,49,8,13,28,13
22,44,21,SW,6,12,0x231,49,8,14,28,3
23,44,21,SW,7,12,0x231,49,8,15,28,5
31,44,21,SE,15,12,0x232,50,8,23,28,10
57,44,23,SE,9,12,0x235,53,8,41,28,5
61,44,23,SE,13,12,0x235,53,8,45,28,15
62,44,23,SE,14,12,0x235,53,8,46,28,15
63,44,23,SE,15,12,0x235,53,8,47,28,15
66,44,24,SW,2,12,0x236,54,8,50,28,15
67,44,24,SW,3,12,0x236,54,8,51,28,15
68,44,24,SW,4,12,0x236,54,8,52,28,15
70,44,24,SW,6,12,0x236,54,8,54,28,15
71,44,24,SW,7,12,0x236,54,8,55,28,15
73,44,24,SE,9,12,0x237,55,8,57,28,15
74,44,24,SE,10,12,0x237,55,8,58,28,2
75,44,24,SE,11,12,0x237,55,8,59,28,15
76,44,24,SE,12,12,0x237,55,8,60,28,15
77,44,24,SE,13,12,0x237,55,8,61,28,15
78,44,24,SE,14,12,0x237,55,8,62,28,15
79,44,24,SE,15,12,0x237,55,8,63,28,15
80,44,25,SW,0,12,0x238,56,8,64,28,15
81,44,25,SW,1,12,0x238,56,8,65,28,15
82,44,25,SW,2,12,0x238,56,8,66,28,15
83,44,25,SW,3,12,0x238,56,8,67,28,15
84,44,25,SW,4,12,0x238,56,8,68,28,15
85,44,25,SW,5,12,0x238,56,8,69,28,2
86,44,25,SW,6,12,0x238,56,8,70,28,15
89,44,25,SE,9,12,0x239,57,8,73,28,15
90,44,25,SE,10,12,0x239,57,8,74,28,15
91,44,25,SE,11,12,0x239,57,8,75,28,15
92,44,25,SE,12,12,0x239,57,8,76,28,15
93,44,25,SE,13,12,0x239,57,8,77,28,15
94,44,25,SE,14,12,0x239,57,8,78,28,15
95,44,25,SE,15,12,0x239,57,8,79,28,15
109,44,26,SE,13,12,0x23b,59,8,93,28,8
110,44,26,SE,14,12,0x23b,59,8,94,28,15
112,44,27,SW,0,12,0x23c,60,8,96,28,15
113,44,27,SW,1,12,0x23c,60,8,97,28,15
114,44,27,SW,2,12,0x23c,60,8,98,28,15
115,44,27,SW,3,12,0x23c,60,8,99,28,15
116,44,27,SW,4,12,0x23c,60,8,100,28,2
117,44,27,SW,5,12,0x23c,60,8,101,28,2
133,44,28,SW,5,12,0x23e,62,8,117,28,13
135,44,28,SW,7,12,0x23e,62,8,119,28,13
136,44,28,SE,8,12,0x23f,63,8,120,28,3
137,44,28,SE,9,12,0x23f,63,8,121,28,5
138,44,28,SE,10,12,0x23f,63,8,122,28,13
139,44,28,SE,11,12,0x23f,63,8,123,28,14
20,45,21,SW,4,13,0x231,49,8,12,29,14
21,45,21,SW,5,13,0x231,49,8,13,29,13
22,45,21,SW,6,13,0x231,49,8,14,29,5
23,45,21,SW,7,13,0x231,49,8,15,29,3
24,45,21,SE,8,13,0x232,50,8,16,29,13
25,45,21,SE,9,13,0x232,50,8,17,29,13
26,45,21,SE,10,13,0x232,50,8,18,29,10
57,45,23,SE,9,13,0x235,53,8,41,29,5
61,45,23,SE,13,13,0x235,53,8,45,29,15
62,45,23,SE,14,13,0x235,53,8,46,29,15
63,45,23,SE,15,13,0x235,53,8,47,29,15
64,45,24,SW,0,13,0x236,54,8,48,29,15
65,45,24,SW,1,13,0x236,54,8,49,29,15
70,45,24,SW,6,13,0x236,54,8,54,29,15
73,45,24,SE,9,13,0x237,55,8,57,29,15
75,45,24,SE,11,13,0x237,55,8,59,29,15
76,45,24,SE,12,13,0x237,55,8,60,29,15
77,45,24,SE,13,13,0x237,55,8,61,29,15
78,45,24,SE,14,13,0x237,55,8,62,29,15
79,45,24,SE,15,13,0x237,55,8,63,29,15
80,45,25,SW,0,13,0x238,56,8,64,29,15
81,45,25,SW,1,13,0x238,56,8,65,29,15
82,45,25,SW,2,13,0x238,56,8,66,29,15
83,45,25,SW,3,13,0x238,56,8,67,29,15
86,45,25,SW,6,13,0x238,56,8,70,29,15
88,45,25,SE,8,13,0x239,57,8,72,29,15
89,45,25,SE,9,13,0x239,57,8,73,29,15
90,45,25,SE,10,13,0x239,57,8,74,29,15
91,45,25,SE,11,13,0x239,57,8,75,29,15
92,45,25,SE,12,13,0x239,57,8,76,29,15
93,45,25,SE,13,13,0x239,57,8,77,29,15
94,45,25,SE,14,13,0x239,57,8,78,29,15
95,45,25,SE,15,13,0x239,57,8,79,29,15
110,45,26,SE,14,13,0x23b,59,8,94,29,2
111,45,26,SE,15,13,0x23b,59,8,95,29,15
112,45,27,SW,0,13,0x23c,60,8,96,29,2
113,45,27,SW,1,13,0x23c,60,8,97,29,2
114,45,27,SW,2,13,0x23c,60,8,98,29,2
115,45,27,SW,3,13,0x23c,60,8,99,29,2
116,45,27,SW,4,13,0x23c,60,8,100,29,15
117,45,27,SW,5,13,0x23c,60,8,101,29,2
135,45,28,SW,7,13,0x23e,62,8,119,29,13
136,45,28,SE,8,13,0x23f,63,8,120,29,5
137,45,28,SE,9,13,0x23f,63,8,121,29,3
138,45,28,SE,10,13,0x23f,63,8,122,29,13
139,45,28,SE,11,13,0x23f,63,8,123,29,14
20,46,21,SW,4,14,0x231,49,8,12,30,13
22,46,21,SW,6,14,0x231,49,8,14,30,13
23,46,21,SW,7,14,0x231,49,8,15,30,13
24,46,21,SE,8,14,0x232,50,8,16,30,10
43,46,22,SE,11,14,0x234,52,8,35,30,10
61,46,23,SE,13,14,0x235,53,8,45,30,15
63,46,23,SE,15,14,0x235,53,8,47,30,15
64,46,24,SW,0,14,0x236,54,8,48,30,15
65,46,24,SW,1,14,0x236,54,8,49,30,15
66,46,24,SW,2,14,0x236,54,8,50,30,15
67,46,24,SW,3,14,0x236,54,8,51,30,15
68,46,24,SW,4,14,0x236,54,8,52,30,15
69,46,24,SW,5,14,0x236,54,8,53,30,15
70,46,24,SW,6,14,0x236,54,8,54,30,15
71,46,24,SW,7,14,0x236,54,8,55,30,15
73,46,24,SE,9,14,0x237,55,8,57,30,15
74,46,24,SE,10,14,0x237,55,8,58,30,15
75,46,24,SE,11,14,0x237,55,8,59,30,15
76,46,24,SE,12,14,0x237,55,8,60,30,15
81,46,25,SW,1,14,0x238,56,8,65,30,15
83,46,25,SW,3,14,0x238,56,8,67,30,15
84,46,25,SW,4,14,0x238,56,8,68,30,15
85,46,25,SW,5,14,0x238,56,8,69,30,15
90,46,25,SE,10,14,0x239,57,8,74,30,15
91,46,25,SE,11,14,0x239,57,8,75,30,15
106,46,26,SE,10,14,0x23b,59,8,90,30,2
107,46,26,SE,11,14,0x23b,59,8,91,30,15
108,46,26,SE,12,14,0x23b,59,8,92,30,15
109,46,26,SE,13,14,0x23b,59,8,93,30,2
116,46,27,SW,4,14,0x23c,60,8,100,30,2
117,46,27,SW,5,14,0x23c,60,8,101,30,15
136,46,28,SE,8,14,0x23f,63,8,120,30,13
137,46,28,SE,9,14,0x23f,63,8,121,30,13
23,47,21,SW,7,15,0x231,49,8,15,31,13
24,47,21,SE,8,15,0x232,50,8,16,31,10
43,47,22,SE,11,15,0x234,52,8,35,31,10
60,47,23,SE,12,15,0x235,53,8,44,31,15
62,47,23,SE,14,15,0x235,53,8,46,31,15
63,47,23,SE,15,15,0x235,53,8,47,31,15
64,47,24,SW,0,15,0x236,54,8,48,31,15
65,47,24,SW,1,15,0x236,54,8,49,31,15
66,47,24,SW,2,15,0x236,54,8,50,31,15
67,47,24,SW,3,15,0x236,54,8,51,31,15
68,47,24,SW,4,15,0x236,54,8,52,31,15
69,47,24,SW,5,15,0x236,54,8,53,31,15
71,47,24,SW,7,15,0x236,54,8,55,31,15
72,47,24,SE,8,15,0x237,55,8,56,31,15
74,47,24,SE,10,15,0x237,55,8,58,31,15
78,47,24,SE,14,15,0x237,55,8,62,31,15
79,47,24,SE,15,15,0x237,55,8,63,31,15
81,47,25,SW,1,15,0x238,56,8,65,31,15
85,47,25,SW,5,15,0x238,56,8,69,31,15
87,47,25,SW,7,15,0x238,56,8,71,31,15
88,47,25,SE,8,15,0x239,57,8,72,31,15
89,47,25,SE,9,15,0x239,57,8,73,31,15
90,47,25,SE,10,15,0x239,57,8,74,31,15
91,47,25,SE,11,15,0x239,57,8,75,31,15
106,47,26,SE,10,15,0x23b,59,8,90,31,15
107,47,26,SE,11,15,0x23b,59,8,91,31,15
108,47,26,SE,12,15,0x23b,59,8,92,31,15
109,47,26,SE,13,15,0x23b,59,8,93,31,2
115,47,27,SW,3,15,0x23c,60,8,99,31,8
116,47,27,SW,4,15,0x23c,60,8,100,31,15
117,47,27,SW,5,15,0x23c,60,8,101,31,2
136,47,28,SE,8,15,0x23f,63,8,120,31,13
137,47,28,SE,9,15,0x23f,63,8,121,31,12
139,47,28,SE,11,15,0x23f,63,8,123,31,13
19,48,31,NW,3,0,0x240,64,8,3,32,12
31,48,31,NE,15,0,0x241,65,8,15,32,10
39,48,32,NW,7,0,0x242,66,8,23,32,10
59,48,33,NE,11,0,0x245,69,8,43,32,15
61,48,33,NE,13,0,0x245,69,8,45,32,15
106,48,36,NE,10,0,0x24b,75,8,90,32,15
107,48,36,NE,11,0,0x24b,75,8,91,32,15
108,48,36,NE,12,0,0x24b,75,8,92,32,15
109,48,36,NE,13,0,0x24b,75,8,93,32,15
110,48,36,NE,14,0,0x24b,75,8,94,32,15
111,48,36,NE,15,0,0x24b,75,8,95,32,2
112,48,37,NW,0,0,0x24c,76,8,96,32,2
113,48,37,NW,1,0,0x24c,76,8,97,32,15
114,48,37,NW,2,0,0x24c,76,8,98,32,15
115,48,37,NW,3,0,0x24c,76,8,99,32,2
136,48,38,NE,8,0,0x24f,79,8,120,32,15
137,48,38,NE,9,0,0x24f,79,8,121,32,15
140,48,38,NE,12,0,0x24f,79,8,124,32,13
39,49,32,NW,7,1,0x242,66,8,23,33,10
56,49,33,NE,8,1,0x245,69,8,40,33,15
58,49,33,NE,10,1,0x245,69,8,42,33,15
60,49,33,NE,12,1,0x245,69,8,44,33,15
61,49,33,NE,13,1,0x245,69,8,45,33,15
106,49,36,NE,10,1,0x24b,75,8,90,33,15
107,49,36,NE,11,1,0x24b,75,8,91,33,15
108,49,36,NE,12,1,0x24b,75,8,92,33,15
109,49,36,NE,13,1,0x24b,75,8,93,33,15
110,49,36,NE,14,1,0x24b,75,8,94,33,15
111,49,36,NE,15,1,0x24b,75,8,95,33,15
112,49,37,NW,0,1,0x24c,76,8,96,33,15
114,49,37,NW,2,1,0x24c,76,8,98,33,15
115,49,37,NW,3,1,0x24c,76,8,99,33,15
136,49,38,NE,8,1,0x24f,79,8,120,33,15
137,49,38,NE,9,1,0x24f,79,8,121,33,15
57,50,33,NE,9,2,0x245,69,8,41,34,15
58,50,33,NE,10,2,0x245,69,8,42,34,15
59,50,33,NE,11,2,0x245,69,8,43,34,15
106,50,36,NE,10,2,0x24b,75,8,90,34,2
107,50,36,NE,11,2,0x24b,75,8,91,34,15
108,50,36,NE,12,2,0x24b,75,8,92,34,15
110,50,36,NE,14,2,0x24b,75,8,94,34,15
111,50,36,NE,15,2,0x24b,75,8,95,34,15
113,50,37,NW,1,2,0x24c,76,8,97,34,15
114,50,37,NW,2,2,0x24c,76,8,98,34,15
115,50,37,NW,3,2,0x24c,76,8,99,34,15
116,50,37,NW,4,2,0x24c,76,8,100,34,2
117,50,37,NW,5,2,0x24c,76,8,101,34,2
136,50,38,NE,8,2,0x24f,79,8,120,34,15
137,50,38,NE,9,2,0x24f,79,8,121,34,15
56,51,33,NE,8,3,0x245,69,8,40,35,15
57,51,33,NE,9,3,0x245,69,8,41,35,15
58,51,33,NE,10,3,0x245,69,8,42,35,2
59,51,33,NE,11,3,0x245,69,8,43,35,2
105,51,36,NE,9,3,0x24b,75,8,89,35,3
106,51,36,NE,10,3,0x24b,75,8,90,35,2
107,51,36,NE,11,3,0x24b,75,8,91,35,15
108,51,36,NE,12,3,0x24b,75,8,92,35,15
110,51,36,NE,14,3,0x24b,75,8,94,35,15
112,51,37,NW,0,3,0x24c,76,8,96,35,15
113,51,37,NW,1,3,0x24c,76,8,97,35,15
114,51,37,NW,2,3,0x24c,76,8,98,35,15
115,51,37,NW,3,3,0x24c,76,8,99,35,15
116,51,37,NW,4,3,0x24c,76,8,100,35,15
117,51,37,NW,5,3,0x24c,76,8,101,35,15
137,51,38,NE,9,3,0x24f,79,8,121,35,15
140,51,38,NE,12,3,0x24f,79,8,124,35,12
16,52,31,NW,0,4,0x240,64,8,0,36,14
21,52,31,NW,5,4,0x240,64,8,5,36,13
43,52,32,NE,11,4,0x243,67,8,27,36,10
44,52,32,NE,12,4,0x243,67,8,28,36,10
45,52,32,NE,13,4,0x243,67,8,29,36,10
56,52,33,NE,8,4,0x245,69,8,40,36,15
57,52,33,NE,9,4,0x245,69,8,41,36,15
104,52,36,NE,8,4,0x24b,75,8,88,36,2
105,52,36,NE,9,4,0x24b,75,8,89,36,2
106,52,36,NE,10,4,0x24b,75,8,90,36,15
107,52,36,NE,11,4,0x24b,75,8,91,36,15
110,52,36,NE,14,4,0x24b,75,8,94,36,15
